file_id,transcription_method,summary_method,summary_length,content
OHC003609_001,Transcribe,bart,256,"Speaker_1 and Speaker_3 were born in Singapore on 27 March 1963. Their parents are Dr Woon Cheng Huan and Madam. They are first generation Singaporeans. All three of their siblings learn music from a young age. They all went through formal lessons for piano, violin and clarinet. Speaker_2 took music as a subject during the O levels in Sec four a and that was the only time that she really got involved in music outside of school hours. Speaker 3 took piano lessons once a week and violin lessons one to two times a week. He was introduced to the Youth Orchestra and the Singapore Philharmonic Orchestra by his piano teacher."
OHC002806_011,Transcribe,bart,256,"Speaker_1's company closed down because of the Sars. Speaker_2's company handled 53 units of U O PA series of the banks in one and a half years. Speaker's company has been around for 27 years and is now listed in OA. The last financial year it made around 60 million Singapore dollars. The international business was affected by the war in Iraq, Sars and the international business where the fault account for the whole Asia region gave Speaker-2 a few million dollars. Speaker-1 wants to know the turnover of their company over the years. They are able to provide seamless design and production services."
OHC002806_002,Transcribe,bart,256,"Speaker_1 wants to know if their Chinese parents send their children to Chinese school and how to reach out to their parents. Speaker_2 couldn't speak a single word of English at the age of six and couldn't get into Dunman High School. He got the first prize in a design competition, but dropped out of pure science at Sec 3. His teacher Ah Soo was the first Singaporean to study overseas. In their primary school days, they did a lot of craftwork and painting. In Singapore, there is very little promotion on August painting and local artists can't make a living because nobody pays a lot."
OHC003719_006,Transcribe,bart,256,Speaker_1 and Speaker_2 are having a day job interview into the City Council. Speaker_1 got married by nanny method set by step and got married in Singapore at 47. Speaker-2 has been in the service for more than 10 years and retired at 60. He wants to work in the State Council and help out in the administration of the bank. He started working at the age of 18 and finished at 68. He was put on probation this year. He resigned because he started to take a loan to buy a house. His mother died less than two days after his accountancy exam. His father died suddenly at 77 from cerebral haemorrhage.
OHC003719_004,Transcribe,bart,256,"Speaker_1 and Speaker_2 are looking for a place to rent a bungalow near the beach in Siglap. They want to go back to the Bukit Panjang, but when the Japanese surrendered, the poll more than the Shinto shrine in the temple in Macritchie also went up. Speaker_1 works on Block College Road from Katong Road College on that one square building Islam advances. After the war, Speaker 2 worked for the Japanese during the occupation and after the war he was a telephone repairman in a multimillion Cathay building owned by the Chinese Chamber of Commerce in Singapore."
OHC002806_003,Manual,gpt3,256,"He was pleasantly surprised to find his painting with a big ribbon in the hall when he entered his school. He had no idea he would win the prize and it made him want to paint more. After graduating from Gan Eng Seng School, he was too poor to continue his education so he joined the workforce. His first job was with PDA, a window display and exhibition company, and he worked there for nine years. He was the youngest of four employees and was entrusted to write business letters at the age of 17. He had to learn to be firm and diplomatic when dealing with contractors who were older than him. He also took up accounts to be able to read accounts statements and not get cheated. B.S. was able to use his education and knowledge to arm himself with the skills necessary for his career. He also encouraged his younger colleagues to not let the sub-contractors bully them. He was able to use his young age to his advantage to be able to talk to people and do his job. B.S. was able to use his leadership skills and self-discovery to be able to do his job at a young age and be successful in his career. He believes in having discipline and system in the workplace and still comes to work before nine a.m. every day. He also encourages parents to not over-emphasize on the sciences and to allow their children to pursue what they are passionate about."
OHC003609_001,Manual,gpt3,256,"Oon Jin Teong (OJT) is a Singaporean born on 27 March 1963. He is the second of three siblings and his parents, Dr Oon Chong Huang and Mdm Soh Wee Keng, were both first-generation Singaporeans. OJT's earliest exposure to music was through his mother, who has been playing piano since he was young. He was enrolled in music lessons from primary school, starting with piano and then moving on to violin. His first violin was a hand-me-down from his grandfather. His music lessons were once a week, each lasting an hour and he was assessed through classroom effort, group work, and exams with MCQ, essays, and other structures. He was also recruited into the Singapore Youth Orchestra by his violin teacher, and practised at the Farrer Park area. His parents encouraged him to take music as a subject at his 'O' levels, and he ended up taking one extra subject compared to his peers. He was exposed to non-classical music such as popular music and jazz, and he was positive and confident that he could pass the exams. OJT's experience with music certification was a combination of positive and negative, and he learnt that having variety in music is important."
OHC002806_012,Manual,gpt3,256,"To support his business expansion and to provide a strong infrastructure, Bernard Sim has recently listed his company. He believes that this is necessary in order to expand into new businesses. He also explains why Singaporeans are generally unwilling to go overseas for attachment or station overseas for their work, citing the cost of living and safety in Singapore as factors. His company has also been awarded the Most Promising Brand Award, which he believes is a formal recognition of the quality that they have espoused all these years. Sim also explains why he consciously chose to emphasize the company name rather than the personalities behind it, and his views on the three-generation cycle in Chinese society. He also talks about his eldest daughter wanting to join the business, and his response to her. Overall, Bernard Sim provides insight into the success of his company, and how he has managed to achieve this success. He explains why he chose to list the company, the challenges of getting Singaporean workers to go overseas for work, and the recognition that the company has received. He also talks about his views on the three-generation cycle in Chinese society, and how he responded to his daughter's desire to join the business. His views provide an interesting perspective on the success of his company, and the challenges that come with it."
OHC003719_007,Manual,gpt3,256,"He also emphasized the importance of communication and understanding between couples. Peng Chuan's marriage is a testament to the power of communication and compromise. He and his wife were able to come to an agreement about their finances and their respective roles in the marriage. By being open and honest about their expectations and needs, they were able to have a successful marriage."
OHC002806_010,Manual,gpt3,256,"The management style of BS and his partner Simon at Kingsmen is one of trust, integrity and quality. They focus on micromanagement and giving employees the chance to contribute to the success of the organization. They believe in continuous learning and allowing employees to rise within the organization, as well as in a partnership between the individual and the organization. They also have a corporate philosophy that emphasizes quality in terms of service and product design. Recruiting the right people is key to the success of the company and they look for the right fit in terms of calibre and experience. The company mascot, Humpty Dumpty, was chosen due to its easy recognition and it serves as a reminder that Kingsmen can put Humpty Dumpty back together again. The company name, Kingsmen, is a two-syllable name that is easy to remember and is also easy to translate to Chinese. The corporate colours are grey, red and silver, and these colours are used to create a sense of professionalism and trust. The company has been able to remain successful during difficult times by being able to read between the fine lines of what is stated in the newspapers and the government policies and the regional economic environment. All in all, BS and his partner have created a successful business model that is based on trust, integrity, quality and continuous learning."
OHC003719_001,Manual,gpt3,256,"Poh Choo is an elderly man who grew up in Singapore during the 1940s. He talks about the living conditions of his family, who had to share a two-story shop house and only one bed and cupboard between them. They also had three servants, two of which were black and white amahs. Poh Choo talks about his fond memories of the police substations that were located all over the city, which would knock a gong every hour. He also talks about the various games he and his friends would play, such as Blind Man, Eagle and the Chicks, Top Spinning, Penknife, Kite Flying, Marbles and Secret Boxes. He also talks about the outings they would go on, such as visiting relatives during Chinese New Year, and going to Chinese opera and Malay puppet shadow shows in Great World. Great World City now covers the area that Poh Choo remembers, and he talks about the parades and searchlight in the dark. Poh Choo and his family were close and tolerant of each other, and the games they played were a source of fun and a way to bond with friends."
OHC002806_014,Manual,gpt3,256,"Mr Soh is a successful businessman and a firm believer in hard work. He and his wife have instilled in their children the importance of working hard for money and the value of education. Mr Soh's vision for Kingsmen is to be the number one in the Asia Pacific region and to upgrade the capabilities of each and every office. He believes that hard work is the key to success but that luck also plays a part. To achieve success, employers should hire good people, read the market situation, and pitch for jobs. He also believes that while some things are beyond one's control, most things can be controlled. With his hard work and dedication, Mr Soh is sure to achieve success in his business endeavors."
OHC002806_001,Manual,gpt3,256,"Mr. Soh was born in North Boat Quay, Singapore in 1949 and grew up in a 3-storey shophouse with his family of seven, sharing the space with six other families. With limited resources, his family could only afford to watch movies at the Capitol Theatre, take walks at Queen Elizabeth Walk, and read books from libraries. His father had a lorry and car, and later sold ice water and chin chow. He had two elder sisters and two younger brothers, and his parents taught them to be honest, hardworking, independent, frugal, generous, and humble. The father also emphasized the importance of education and the mother's care and love were also a huge part of his upbringing."
OHC002806_007,Manual,gpt3,256,"Kingsmen is a Singapore-based exhibition and interior design company that has been operating in the region for 25 years. Mr Soh, the founder of Kingsmen, discussed the challenges that his company faced when they first ventured overseas in KL. It took them seven years to plow back their first profit, and they faced several teething problems such as setting up a company in a foreign place, recruitment, management, and the market maturity. In Thailand, customers had different expectations from those in Singapore and it took more effort to collect payments. In Indonesia, Kingsmen had to be cautious due to the volatile political environment. Despite these challenges, the company has been profitable every year since Suharto's downfall and they have been able to secure major contracts from Metro departmental stores and Marks & Spencer. Mr Soh emphasized the importance of patience and commitment when it comes to making overseas ventures successful and that they have never given up in each country they ventured into. He also highlighted the need to have the right resources to maintain the base overseas. Kingsmen has managed to maintain their reputation for delivering what they promise and achieving the highest quality possible."
OHC002806_005,Manual,gpt3,256,"BS and Simon Ong, the founders of Kingsmen, understood this and ensured that the staff were rewarded for their hard work. They also believed in quality in design, production and after-sales service from day one and it paid off as they had 13 booths in their first exhibition. In summary, Kingsmen was founded by two partners, BS and his partner, in the 1960s and 70s. They looked for a place and decided to set up their own company with five other employees. They believed in quality and rewarded their staff with good parties, dinners and theme parties in five-star hotels. They also opened up the market by becoming an accredited agent for bus back panels. They believed in recognising the efforts of their staff and rewarded them every year with a fabulous party and lots of prizes. This is one of the cornerstones of Kingsmen and has been a key factor in their success."
OHC003719_006,Manual,gpt3,256,"Pauline's parents were married for 42 years and he was 29 when he got married. Pauline believes that in order to overcome difficult situations, one must think through the problem and come up with a solution rather than take drastic action. He also believes that communication is key in life, and that miscommunication can lead to problems. Overall, Pauline has had a successful life, both in the civil service and the private sector, and he is thankful for the awards he has received and the support of his wife."
OHC003719_008,Manual,gpt3,256,"Mr. Cheah's interview highlights the importance of trust and understanding in a marriage. He emphasizes the need to have a joint account and to be honest with each other. He also shares the secret to his successful 51-year marriage, which is give and take, common interests, and attending each other's social functions. He also advises couples to be tolerant and to not jump to conclusions. Finally, he shares his own story of how he and his wife got married, emphasizing the importance of patience and persistence. All in all, Mr. Cheah's interview provides valuable insight into how to make a marriage successful and how to handle it when it is on the brink of breaking."
OHC002806_002,Manual,gpt3,256,"They also share their own experience of attending an Outward Bound course, which taught them to be self-reliant and gave them a lot of self-confidence. Ben Sim is a Singaporean who grew up in a poor family. His parents prioritised their children's needs and sent them to an English school for a better chance at life. Ben was a good student and was chosen to go to the Outward Bound Course, which taught him to be self-reliant and gave him a lot of self-confidence. He was then chosen to represent Singapore in the Asian Games. Ben believes that education is a lifelong process and that the school system in Singapore needs to put more emphasis on Arts and creativity. He suggests that government or state boards should purchase art at a higher price to set a benchmark to help raise the value of artists. He hopes to help champion art and artists in Singapore in the future."
OHC003719_002,Manual,gpt3,256,"He also remembers the war’s destruction, the anti-aircraft guns, and the craters left by the bombs. His brother, Cheah Ta Heng, joined the Singapore Volunteer Corps and was never seen again. Despite the difficult times, Peng Chee and his family stayed strong and persevered. Peng Chee's recollections of life during World War II provide a glimpse into the struggles and hardships of everyday life during that time. He remembers the bombing and destruction, the anti-aircraft guns, and the craters left by the bombs. He recounts his experiences of selling cigarettes, working as an itinerant hawker and office boy, and being caught taking discarded beef from the Medical College. He also talks about his brother joining the Singapore Volunteer Corps and never returning, and how his family stayed strong and persevered despite the difficult times. Peng Chee's story is a testament to the resilience and courage of the people of Singapore during the war."
OHC002806_006,Manual,gpt3,256,"Kingsmen is a Singapore-based design and production company that specializes in exhibition and interior design. Founded in the late 1970s, the company has grown from a small business to a major player in the design industry. They have had clients such as Guthrie Trading, Sin Kwang Optical, and fashion boutiques, and have done window displays for watches, electrical hi-fi goods, and home appliances. They also pioneered the Singapore Christmas light-up in 1984. In the late 1990s, they began to focus on office design, aiming to become one of the top 10 companies in that niche market. Boon Siew Soh is a co-founder of a Singapore-based interior design and furniture manufacturing company. They have had successful projects for clients such as Dodge Telecoms, Bausch & Lomb, Estee Group, Invensys, and Burberry. They have a strong design team of 30 full-time staff, and have opened offices in Kuala Lumpur, Thailand, and Indonesia. They were motivated by the network and image they were creating, rather than the returns, and they were patient in their expansion. Kingsmen rewards their staff by holding an annual party where they get $60,000 – 80,000 worth of donation prizes. They also have a good relationship with their suppliers."
OHC002806_013,Manual,gpt3,256,"When asked about creativity and entrepreneurship, Bob Sim believes that it can be nurtured in the right environment. He believes that if the right opportunities are given, 30-50% of people may be able to become entrepreneurs. He does not believe in emphasizing entrepreneurship for everyone and believes that it is important for a society to have different types of people in different professions. He also believes that it is important to create an environment where people can learn the pluses and minuses of being their own boss. Bob believes that it is a combination of both nature and nurture when it comes to entrepreneurs, and that it is important to consider the individual's capability and needs when encouraging entrepreneurship. He believes that it is important to choose the life that one wants, and that campaigns should be clear in looking at individual's capabilities and needs. He also believes that it is important for any organisation to have different types of people, and that there is no need to emphasize on entrepreneurship."
OHC003609_002,Manual,gpt3,256,"The Singapore Philharmonic Orchestra (SPO) was a short-lived but important part of Singapore's art scene. It was a youth orchestra, made up of both adults and children, and performed once a month. The conductor, Seiji Osawa, was passionate and animated, and communicated through body language and singing. The performances were held at the Conference Hall and were usually full house, with encores and standing ovations being common. The orchestra also had guest players, such as Japanese and Westerners, who would come in to give private tutors. OJT was a member of the orchestra and fondly remembers the experience. He learned what it meant to enjoy playing and performing as a team, and the nuances of orchestra playing. The SPO was an important part of Singapore's history, and its legacy will continue to live on. OJT is grateful for the experience it has given him and encourages everyone to pursue their passion and have fun while doing it. The SPO was a great example of how music can bring people together and create a sense of community. It was a privilege for the members of the orchestra to have the opportunity to learn music and experience the joy of performing together."
OHC002806_004,Manual,gpt3,256,"Publicity and Display Associates (PDA) was a small company in the early days of the PDA industry, located near the city in areas such as River Valley Road and Middle Road. It was open to anyone and competition was intense. The duties involved in the business mainly revolved around supervising contractors and window displays. Bob Sim joined the company as the second person, and was responsible for helping to run the company. He learned a lot from his boss, both the positive and negative sides. PDA had between one to two hundred to six to eight hundred projects a year and the turnover was initially a few hundred thousand. Bob was offered a share in Interpharma, but he declined as he preferred the satisfaction of designing and producing than organising exhibitions. Eventually, he left PDA because of a change in his terms of employment. The raw materials used in the business were mainly paint, aluminium sheets, and plywood. The most popular poster colour used was Plakka, which allowed for different colours to be layered on top of one another. PDA had to differentiate themselves through design, quality of finishes, and control of quality in order to stay competitive in the industry."
OHC003719_004,Manual,gpt3,256,"Mr. Cheah is a Singaporean who experienced the Japanese Occupation during World War II. He recalls the Shinto Shrine in MacRitchie being demolished and the Japanese ladies he encountered who were administrative staff. He was given the nickname Akio, and his father was very old and his brothers worked to support the family. Before the war, they only ate chicken during festivals and they were used to collecting swirls and getting eggs as a token of appreciation. During the war, the family managed to get enough food, though some families were not so lucky. Mr. Cheah also remembers the Yi Hong Yuan club, which was used for entertainment by the Japanese, but he never went inside. He was also aware of the buses known as 'mosquito buses' which were small and the conductors had to stand all the way. After the war, he went back to school and worked as a telephone repairman. He learned to be resilient, compassionate and to keep good company. He reflects on how the war has shaped him, teaching him to be grateful and to make sacrifices in order to maintain a healthy relationship."
OHC002806_008,Manual,gpt3,256,"Mr Soh of Kingsmen Group discussed the transition from a trade show to a boutique-style business in Indonesia six or seven years ago. He also discussed the group's expansion during the economic recession of the 90s. They used internally-generated funds, experienced personnel, and well-developed systems to expand rapidly to Hong Kong, Beijing, Korea, Tokyo, Osaka, Shanghai, and Taiwan within two to two-and-a-half years. Kingsmen was careful to only do business with people they knew personally. They also had to quickly implement systems such as email, Powerpoint presentation, and teleconferencing. Mr Soh emphasized that it was not just about the returns on investment, but also about keeping the quality right and being aligned with the ideals of the organisation. These ideals include having integrity, producing good work, and having a partnership between the people and the company. He also mentioned the differences in working with people of different cultures, and that it was easy to articulate these ideals, but it was more difficult to get people to understand and internalize them. Kingsmen is a 100% foreign-owned company, with no Chinese partners, and employs over 20 people in Beijing, 18 in Shanghai, 32 in Korea, 10 in Japan, more than 100 in Thailand, 30 in Vietnam, and 20 in Indonesia. The company has shown commitment to the Chinese market by taking a large premises and hiring sufficient people to service the market."
OHC003719_006,Transcribe,gpt3,256,"Speaker_1 and Speaker_2 discussed the career journey of Paul Cheah, who worked for the City Council for more than 10 years before he applied for a promotion. He was eventually promoted to the City Engineers Department and took up a course to become a qualified accountant. After five years of hard work and dedication, he was able to become a qualified accountant. He was then deployed to various Ministries and was part of the Singapore Tangi Airport Services Board. Speaker_2, a retired accountant, shared her experience of working in both the Civil Service and the private sector. She was able to shine in the private sector and eventually became an associate member of the local accountancy body. She also mentioned that communication is very important and should be made clear to the Accountant General and the Ministry. Speaker_2 was also rewarded with a prestigious award for his work in the private sector. The speakers then discussed how to handle disappointment and negative feelings. Speaker_2 shared his experience of dealing with the sudden death of his parents and suggested that the best way to deal with such emotions is to take the appropriate action and leave it at that. Finally, Speaker_2 shared his love story with his wife, who he met in 1957. They have been together for over 50 years and have a close-knit family. Speaker_2 credits his wife for being the pillar behind the whole family and supporting her own family and his. He is thankful for her support throughout the years. This conversation highlights the importance of communication and how it can help to avoid miscommunication and misunderstandings. It also stresses the importance of congratulating others for their successes and not bringing them down."
OHC003719_005,Manual,gpt3,256,"P.C. is a survivor of the Japanese Occupation in Singapore who shared his experiences of the war. He recalled seeing Australian prisoners-of-war marching down Outram Road, singing Waltzing Matilda. He also recalled the Japanese giving out ration cards and stamps to get food from a vacant centre near Tiong Bahru. After the war, P.C. applied for a job at the Singapore Municipality, which was later renamed the City Council. He was offered the job and the pay was around sixty dollars. P.C. was also disciplined and would always give half of his salary to his parents, even when he had no money. He then applied for a course in the Australian Association of Accountants and was successful in his application. P.C. said that the war had a lasting impact on him, and he still remembers the experiences he had during the occupation. He said that the experience made him more tolerant of people and their differences, and it also gave him an appreciation for the luxuries he has now."
OHC002806_011,Manual,gpt3,256,"Soh Brothers & Co. and Kingsmen Creative are two Singapore-based companies that have managed to remain resilient despite the economic downturn. Soh Brothers & Co. has a strong foundation of local, regional, and international clients and has adapted to the changing technology landscape by investing in staff training and the latest machines and gadgets. They have also increased salaries for their interior design staff, and focus on higher value jobs where there are fewer competitors. Kingsmen Creative is a Singapore-based exhibition and interior design company that provides a range of services, and is listed on the Singapore Stock Exchange. The listing process was complicated due to the presence of offices in 12 countries, but the company was successful and is now able to access the necessary funds for regional expansion. Despite the challenges posed by SARS and the war in Iraq, the companies were able to continue working on existing contracts and secure new ones, enabling them to remain successful."
OHC002806_009,Manual,gpt3,256,"The company also has a set of policies and procedures in place, such as quarterly financial reviews, annual reviews, and annual strategy reviews, to ensure that the company is running smoothly and that everyone is on the same page."
OHC003719_005,Transcribe,gpt3,256,"Speaker 1 and Speaker 2 had a conversation about the experiences and lessons learned during the Japanese occupation in Singapore, as well as the looting and destruction that occurred when the British took over. The Japanese occupation had made people fearful of leaving their homes and there were instances of people being beheaded for stealing. The Japanese had set up a centre to buy cheap food and ration cards were a quarter size paper with cardboard. Speaker 2 also witnessed people looting the Jubilee Church District and pushing an organ across the road. He also mentioned that there was one case of a man being killed by a group of people, but that the perpetrator was never found. The conversation then shifted to the changes in Singapore after the war. Speaker 2 talked about how more people moved in and the government built high-rise HDB flats. He also mentioned the Bukit Ho Swee Fire which destroyed a lot of houses and left many homeless. He also talked about how some of the houses had wooden plank floors and that some people were surprised to find tombstones in their houses. He also mentioned how it was common for people to use tombstones as chairs in the villages. Speaker 2 then discussed his experience of working as a civil servant in Singapore. He started off in a telephone company and then went to the City Council. He was not ambitious, but wanted to apply for a higher job and thus decided to take up studies. He was lucky to pass the Senior Cambridge examination in 1948 and many of his schoolmates included Punky Bao, Tan Boon Cheng, Wong Chong, Kimchi and George Tan Construction. He was not ambitious and thus decided to take up studies in order to get a promotion. He then applied for a job at the Overseas Bank Chulia Street, but the interview had to go through the Public Service Commission. He chose to be a civil servant because he was not ambitious and wanted to take it easy. He was able to get a promotion and was able to reach his goals through hard work and dedication. Overall, the conversation between Speaker 1 and Speaker 2 discussed the experiences and lessons learned during the Japanese occupation in Singapore, as well as the looting and destruction that occurred when the British took over. They also discussed the changes in Singapore after the war, as well as Speaker 2's experience of working as a civil servant in Singapore. He was able to reach his goals through hard work and dedication, and his story is an inspiration to everyone who wants to"
OHC003719_002,Auto,gpt3,256,"The content describes the experience of a family during World War II in Singapore. The narrator, a young boy living in a small village during the war, recalls the presence of Japanese soldiers in the area and how they were treated with respect. He remembers his father selling cigarettes in a shop, and how they had to take precautions to avoid getting hurt, such as not going around the village too much. He also remembers the feeling of fear when the Japanese soldiers would come to the village, and how they would be able to buy food from the market and have to be careful not to get caught. The family had to rely on their mother's pension when their father was arrested, and when she reached 60, they received a pension, but both their father and mother had already passed away. The narrator and his siblings had to stay together and survive on what they had. They were able to find some solace in the presence of their neighbors and find comfort in music. They were also able to find some relief in the form of a medical college where they could get help. In the end, the narrator and his siblings were able to survive the war and its aftermath, and their story of survival and resilience during the war is a testament to the strength of the human spirit."
OHC002806_010,Transcribe,gpt3,256,"Kinsmen is a design and production house that has been in business for over 15 years. They have a corporate philosophy of looking after their employees and maintaining a culture of flexibility and fairness. This has enabled them to remain profitable every year. They believe in selecting the right person for the right job and interviewing higher management staff multiple times. Their corporate colours are grey, red and black and white, and their mascot is Humpty Dumpty. Singapore was prepared for the economic fluctuations of the 1980s and mid-90s, and used this to their advantage to expand their business. They read between the lines of government policies and the regional economic environment to understand how it would affect the small island city. Kinsmen was not affected by the recessions and continued to grow throughout the 90s. Kinsmen's management style is based on their corporate philosophy. They believe in helping their clients do things the right way, emphasizing quality in service and product design, and shifting people to roles where they can excel. They also believe in sharing knowledge with their staff and making sure they are intellectually fulfilled. Finally, they believe in having a partnership with their staff and that it is their responsibility to make sure everyone is gainfully employed."
OHC002806_001,Transcribe,gpt3,256,"Speaker_1 and Speaker_2 discussed growing up in Singapore in the past. Speaker_2 shared that he lived in a three-storey shophouse with his family of seven, and there were six other families living in the same house. His father had his own business at one time, and the family had hardly any time for outings. Every Sunday morning, there was a money show at 8:09am and if there was a cartoon, it was a bonus. They would also go for walks at the Queen Elizabeth Walk by the sea. During their spare time, the children would amuse themselves with little toys and Mr Magnetic had a love for reading. Speaker_2 also mentioned about people getting trial, gambling along the five foot way, playing with match takes, and setting up drinks and stores. He shared that his dad had good principles in life and taught them to appreciate the good things in life and not just money alone. His mother, on the other hand, was educated and could read newspapers. She also taught them to not take advantage of the kindness of others. The conversation highlighted the importance of instilling values to children and how it can shape their lives. It also showed how parents can teach their children to be grateful and respectful to others. Growing up in Singapore in the past was full of adventure and excitement, but with the guidance of their parents, Speaker_2 and his siblings were able to learn the importance of values and respect for others."
OHC002806_014,Transcribe,gpt3,256,"Mr. Benedict So is a businessman who believes in continuous improvement in order to build a stronger foundation for his organisation. He also believes in teaching his children the value of money, and does not give them a huge allowance. Instead, he gives them a yearly red packet and a bank account with a small amount of money. When asked about his vision for the company, Mr. So stated that they are aiming to become the number one in the Asia Pacific region, and that they need to begin seriously looking for future leaders in the next three years. He believes that a combination of hard work and luck is necessary to be a successful businessman, with 80% being attributed to hard work and 20% to luck. Hard work is important for controlling the environment, such as employing good people and reading the market situation, while luck is something that is beyond their control, such as terrorism or accidents. Mr. So also believes that education is more important than money, and that his children should learn to earn money on their own. He is committed to helping his organisation reach success, and is determined to create a lasting legacy for his children and the company."
OHC002806_005,Transcribe,gpt3,256,"Benedict Soo and his partner started their own company, Kinsmen, in 1976 with 77 employees. Benedict was the salesperson, accountant, and typist, while his partner was the best designer. They managed to make a turnover of 600,000 Singapore dollars in the first nine months and have since retained and grown their business with the help of their long-term associates and consultants. Speaker 1 and Speaker 2 discussed the reasons why they chose a certain location for their business. They needed a place close to the city with a telephone line and ended up finding one, but two weeks later the telephone was cut. To ensure quality, they decided to type all letters manually. They also agreed that the key to success is having a big objective. Kinsmen has been profitable every year since its inception and they recognize their employees with annual celebrations. They are friendly but firm when it comes to negotiations and have achieved success through hard work and dedication."
OHC003719_003,Transcribe,gpt3,256,"Two speakers discuss their experiences during the Japanese Occupation of Singapore. During this time, the adults tried to maintain law and order and the new kids were asked to do the same. The atmosphere was tense and people talked about their neighbors and the bombs being dropped. The speaker's family had to leave their home and sleep under a staircase. The Japanese officers were identified by their flags, which were black, blue, red, and yellow, depending on their rank. The Japanese also used YMCA and Orchard Road buildings as torture chambers, and the speaker was brought into one of the rooms by one of the Japanese ladies. On a tour to Bukit Batok and Macritchie Reservoir, the speaker saw the Japanese soldiers training. The speaker also recalls how the family built a shelter on the vacant land behind their house to protect them from the bombs. The shelter was a large hall made of concrete walls and Khong Guan and everyone had to bring their own blankets and pillows. Inside the shelter, there was no windows, but there was ventilation and a tap for water. The shelter provided a sense of security and community during a difficult time, and allowed the family to stay safe and protected."
OHC002806_007,Transcribe,gpt3,256,"Mr Benedict shared his experience of setting up a company in two foreign countries, Malaysia and Thailand. He faced many teething problems, such as providing quality services and products at an acceptable cost, adjusting to different customer expectations, and introducing new exhibition systems, aluminium systems and panels to the locals. Despite the struggles, his commitment and patience eventually paid off and the overseas ventures started to produce returns. Kinsmen is a design and build company that has been in business for 25 years. They specialize in mid to higher end services design and build, and have been successful in the last 25 years. They have experienced some hiccups in Thailand in the early days, such as getting the wrong carpentry team to work on a boutique, and have had to redo workmanship in foreign countries at their own expense. They have also worked with many international clients, such as Burberry and La Prairie Boutique. Speaker_2 discussed their market in Indonesia, which is different from that of Thailand and Malaysia. They initially focused on exhibitions, but later shifted to interior work and boutiques. They had a partner with lots of money, but the partnership didn't work out and they had to find a new partner. They have been doing small projects such as food outlets and boutiques, as well as a major job for a metro department store. However, Speaker_2 is cautious about the political changes in Indonesia and how it could affect their business."
OHC003609_001,Transcribe,gpt3,256,"Speaker_1, Speaker_2 and Speaker_3 discussed their experiences in their orchestra group in Singapore. Wanjin Take, the first speaker, was born in Singapore in 1963 and was the first of three siblings. His family was musically inclined, with his mother playing the piano and his father having a strong interest in classical music. He started learning piano from a young age and was later gifted a hand-me-down violin from his grandfather. He also joined the Singapore Youth Orchestra and the Singapore Philharmonic Orchestra, where he learned to appreciate music in all its forms. The second speaker, Swami, was taught by his private teacher, Harry Cooper. His parents had initially encouraged him to learn the violin, but he had never had the freedom to pick his own pieces. Harry Cooper also taught him to appreciate the lighter side of music, playing non-classical pieces in his studio. Swami was also influenced by his brother, who played the clarinet and exposed him to the sound of wind instruments. He eventually joined the Singapore Philharmonic Orchestra. The third speaker was enrolled in a violin class by their parents at a young age. They took music as a subject in their O-Levels, which had a theory component and also required them to have a certain level of proficiency in an instrument. They took part in a class of over 40 students at the Fair Park Ecta Centre and were recruited for the Singapore Youth Orchestra by their violin teacher. The conductor was from the Ministry of Education and the other members were local Singaporeans. The group attended weekly lessons and some small performances at schools, but did not remember much else and did not feel emotionally connected to the group."
OHC003609_002,Transcribe,gpt3,256,"Speaker 2 discussed the importance of music, sports and the arts in education, and how they can help build emotional and character building. He shared his own experience with music, recalling how his parents and violin teacher helped him to pursue his passion. He also talked about joining the Singapore Philharmonic Orchestra, and how he was initially intimidated by the adults and passionate people he saw. He remembers the intense practice sessions and the passionate management team, as well as the conductor Seiji Ozawa, who communicated through singing, body language and a little English. He also remembers attending concerts, which were always full house, and the extra practices outside of the main orchestra practice that he couldn't attend due to other commitments. He then shared his philosophy that when pursuing something, one should learn as much as they can, make friends and have fun. He believes that music, sports and the arts can help build emotional and character building, and that pursuing one's passion is essential."
OHC002806_012,Transcribe,gpt3,256,"Speaker_1 and Speaker_2 discussed the importance of nurturing the best available talent in order to build a successful business. Speaker_1 shared a story of how his eldest daughter was inspired to pursue a career in law after helping out at his company for four weeks. Speaker_2 then explained that while he encourages young people to be entrepreneurs, he is concerned that they often jump into business without the proper training and experience. He believes that formal education is only the foundation of learning, and that hands-on experience and reading are also important. He also believes that existing local businesses should be promoted, as they are more likely to stay in Singapore and contribute to nation-building. Speaker_2 expressed ambivalence about the current emphasis on entrepreneurship, as it has been promoted before and failed. He believes that if the focus on entrepreneurship is to be successful, it must be done more clearly and with more depth. He argued that it is not wise to encourage people to start businesses without proper education or understanding of the pitfalls. He believes that it is important to provide people with a balanced view of the pros and cons of entrepreneurship, so they can make an informed decision. He also believes that the environment should be conducive to creativity and allow people to work from home. However, he is against the idea of encouraging people, especially schoolchildren and university students, to start businesses too early, as they may not be prepared for the challenges that come with it. He believes that it is better for them to gain experience first before venturing into entrepreneurship."
